Concept_Id	Dictionary_Id	DictionaryEntry_Id	Entry_Universal_Id	Published	Cornish	PtOfSpeech	Disambiguator	English Equivalent	English Equivalent Pos	English Equivalent Plural	Definition_EN	Definition_CY	Tags
2816	700040	8163	9298	published	dans sugna	n.m		milk tooth					
2817	700040	8165	9300	published	dansel	n.f		cog					
202	700040	716	792	published	danvon	vb		dispatch					
202	700040	716	792	published	danvon	vb		send					
2818	700040	8167	9303	published	danvonadow	n.m		transmission					
2818	700040	8167	9303	published	danvonadow	n.m		instructions					
2819	700040	8170	9306	published	da-ober	n.m		good deed					
2820	700040	8172	9309	published	dar	n.m		oak					
2821	700040	8174	9312	published	dar!	int		why!					
2821	700040	8174	9312	published	dar!	int		what!					
2822	700040	8177	9315	published	daras	n.m		door					
2824	700040	8181	9321	published	darasik	n.m		wicket					
2825	700040	8183	9324	published	darbar	n.m		preparation					
2825	700040	8183	9324	published	darbar	n.m		provision					
2826	700040	8186	9328	published	darbarer	n.m		assistant					
2827	700040	8188	9331	published	darbari	vb		equip					
2827	700040	8188	9331	published	darbari	vb		prepare					
2828	700040	8191	9334	published	darbarores	n.f		assistant					
2829	700040	8193	9337	published	darbolla	vb		convince					
2830	700040	8195	9339	published	dardhyghtya	vb	(to a secretary)	dictate					
2831	700040	8197	9341	published	dargan	n.f		forecast					
2831	700040	8197	9341	published	dargan	n.f		prediction					
2831	700040	8197	9341	published	dargan	n.f		prophecy					
2833	700040	8203	9348	published	dargana	vb		forecast					
2833	700040	8203	9348	published	dargana	vb		predict					
2834	700040	8206	9351	published	darlesa	vb		broadcast					
2834	700040	8206	9351	published	darlesa	vb		televise					
2835	700040	8209	9354	published	darlesans	n.m		broadcast					
2836	700040	8211	9357	published	darleverel	vb		predict					
2837	700040	8213	9359	published	darn	n.m		bit					
2837	700040	8213	9359	published	darn	n.m		fragment					
2837	700040	8213	9359	published	darn	n.m		part					
2837	700040	8213	9359	published	darn	n.m		piece					
2838	700040	8218	9365	published	darn paper	n.m		slip of paper					
2839	700040	8220	9367	published	darnas	n.m		portion					
2840	700040	8222	9370	published	daromdak	n.m		traffic jam					
2841	700040	8224	9373	published	daromres	n.m		traffic					
2841	700040	8224	9373	published	daromres	n.m		intercourse					
2841	700040	8224	9373	published	daromres	n.m		oscillation					
2842	700040	8228	9378	published	daromres	vb		frequent					
2843	700040	8230	9380	published	daromres karnal	n.m		sexual intercourse					
2844	700040	8232	9382	published	darsewya	vb		prosecute					
2845	700040	8234	9384	published	darsewyades	n.f		prosecutor					
2846	700040	8236	9387	published	darsewyans	n.m		prosecution					
2847	700040	8238	9390	published	darsewyas	n.m		prosecutor					
2848	700040	8240	9394	published	darvos	n.m		event					
2849	700040	8242	9397	published	das	n.f		stack					
2849	700040	8242	9397	published	das	n.f		rick					
2851	700040	8247	9403	published	das-	prfx		re-					
2851	700040	8247	9403	published	das-	prfx		again					
2850	700040	8245	9401	published	das wora	n.f		haystack					
2852	700040	8250	9406	published	dasa	vb		stack					
2853	700040	8252	9408	published	dasanedhi	vb		resettle					
2854	700040	8254	9410	published	dasarvedh	vb		retaliate					
2855	700040	8256	9412	published	dashwithra	vb		review					
2855	700040	8256	9412	published	dashwithra	vb		re-examine					
2856	700040	8259	9415	published	dashwithrans	n.m		review					
2856	700040	8259	9415	published	dashwithrans	n.m		re-examination					
2857	700040	8262	9419	published	daskavos	vb		recover					
2857	700040	8262	9419	published	daskavos	vb		get back					
2858	700040	8265	9422	published	daskelwel	vb		recall					
2858	700040	8265	9422	published	daskelwel	vb		call back					
2859	700040	8268	9425	published	daskemeres	vb		resume					
2860	700040	8270	9427	published	dasknias	vb		chew cud					
2861	700040	8272	9429	published	daskor	vb		restore					
2861	700040	8272	9429	published	daskor	vb		give up					
335	700040	1167	1287	published	daskor y ena	idiom		give up one's ghost					
335	700040	1168	1288	published	daskor y enev	idiom		give up one's ghost					
2862	700040	8275	9432	published	daskwertha	vb		retail					
2863	700040	8277	9434	published	daskwerthans	n.m		retail					
2864	700040	8279	9437	published	daskwerther	n.m		retailer					
2865	700040	8281	9440	published	daskwerthores	n.f		retailer					
2866	700040	8283	9443	published	daslev	n.m		echo					
2867	700040	8285	9446	published	dasleverel	vb		say again					
2867	700040	8285	9446	published	dasleverel	vb		repeat					
2868	700040	8288	9449	published	dasliv	n.m		feedback					
2869	700040	8290	9451	published	dasliva	vb		feedback					
2870	700040	8292	9453	published	dasoberi	vb		react					
2871	700040	8294	9455	published	dasoberor	n.m		reactor					
2872	700040	8296	9458	published	dasoberor nuklerek	n.m		nuclear reactor					
2873	700040	8298	9460	published	dasoberyans	n.m		reaction					
203	700040	719	795	published	dasperna	vb		buy back					
203	700040	719	795	published	dasperna	vb		ransom					
203	700040	719	795	published	dasperna	vb		redeem					
2874	700040	8300	9463	published	daspren	n.m		ransom					
2874	700040	8300	9463	published	daspren	n.m		redemption					
203	700040	720	796	published	dasprena	vb		buy back					
203	700040	720	796	published	dasprena	vb		ransom					
203	700040	720	796	published	dasprena	vb		redeem					
2875	700040	8303	9467	published	dasprintya	vb		reprint					
2876	700040	8305	9469	published	dasprintyans	n.m		reprint					
2877	700040	8307	9472	published	dasseni	vb		echo					
2878	700040	8309	9474	published	dasserghi	vb		revive					
2878	700040	8309	9474	published	dasserghi	vb		resurrect					
2879	700040	8312	9477	published	dasserghyans	n.m		revival					
2879	700040	8312	9477	published	dasserghyans	n.m		resurrection					
2880	700040	8315	9481	published	dasskrif	n.m		rewrite					
2880	700040	8315	9481	published	dasskrif	n.m		copy					
2881	700040	8318	9485	published	dasskrifa	vb		rewrite					
2881	700040	8318	9485	published	dasskrifa	vb		copy					
2882	700040	8321	9488	published	dasson	n.m		echo					
2883	700040	8323	9491	published	dastardh	n.m		resurgence					
2884	700040	8325	9494	published	dastarlesans	n.m	(broadcasting)	repeat					
205	700040	727	803	published	dastewydnya	vb	(light or radiation)	reflect					
205	700040	728	804	published	dastewynnya	vb	(light or radiation)	reflect					
2885	700040	8327	9497	published	dastrehevel	vb		reconstruct					
2886	700040	8329	9499	published	dastrehevyans	n.m		reconstruction					
2887	700040	8331	9502	published	dasunya	vb		reunify					
2888	700040	8333	9504	published	dasunyans	n.m		reunification					
2889	700040	8335	9507	published	daswel	n.f		review					
2889	700040	8335	9507	published	daswel	n.f		revision					
2890	700040	8338	9511	published	dasweles	vb		review					
2890	700040	8338	9511	published	dasweles	vb		revise					
2891	700040	8341	9514	published	daswerth	n.f		resale					
2894	700040	8347	9521	published	daswertha	vb		resell					
2895	700040	8349	9523	published	daswerther	n.m		reseller					
2896	700040	8351	9526	published	daswerthores	n.f		reseller					
2897	700040	8353	9529	published	daswrians	n.m		remake					
2897	700040	8353	9529	published	daswrians	n.m		reproduction					
2898	700040	8356	9533	published	daswriansek	adj		iterative					
2899	700040	8358	9535	published	daswul	vb		redo					
2899	700040	8358	9535	published	daswul	vb		remake					
2900	700040	8361	9538	published	dates	n.coll	(fruit)	dates					
2901	700040	8363	9541	published	davas	n.f		sheep					
2901	700040	8363	9541	published	davas	n.f		ewe					
12189	700040	30527	36054	published	DCMS			DCMS					
2903	700040	8368	9547	published	de	adv		yesterday					
284	700040	994	1092	published	de'	n.m		day					
206	700040	730	806	published	de vettin	adv		yesterday morning					
206	700040	731	807	published	de vyttin	adv		yesterday morning					
2904	700040	8370	9549	published	debatya	vb		debate					
2904	700040	8370	9549	published	debatya	vb		discuss					
2904	700040	8370	9549	published	debatya	vb		argue					
2905	700040	8374	9553	published	debisya	vb		debit					
2905	700040	8374	9553	published	debisya	vb		charge					
2906	700040	8377	9556	published	deboner	adj		gracious					
285	700040	997	1095	published	debradow	adj		edible					
2907	700040	8379	9558	published	debreni	vb		itch					
286	700040	1000	1098	published	debri	vb		eat					
2908	700040	8381	9560	published	debron	n.m		itch					
2909	700040	8383	9563	published	decessya	vb		die					
2909	700040	8383	9563	published	decessya	vb		decease					
2910	700040	8386	9566	published	decevya	vb		deceive					
2910	700040	8386	9566	published	decevya	vb		mislead					
3430	700040	9678	11006	published	deceytya	vb		deceive					
287	700040	1003	1101	published	dedh	n.m		day					
287	700040	1003	1101	published	dedh	n.m		date					
908	700040	3130	3474	published	Dedh Nadelik	n.m		Christmas day					
2911	700040	8389	9569	published	dedhewadow	n.m		promise					
2913	700040	8393	9574	published	dedhewi	vb		promise					
2914	700040	8395	9576	published	dedhewys heb keweras	idiom		an unkept promise					
289	700040	1010	1110	published	dedhlever	n.m		diary					
290	700040	1013	1115	published	dedhweyth	n.m		daytime					
2915	700040	8397	9578	published	dedhwi	vb	(eggs)	lay					
2916	700040	8399	9580	published	dedhya	vb	(a document)	date					
2917	700040	8401	9582	published	dedhyas	n.m	(specific)	date					
2918	700040	8403	9585	published	dedhyas diwedh	n.m		date of expiry					
2919	700040	8405	9587	published	dedhyek	adj		daily					
2920	700040	8407	9589	published	defendya	vb		defend					
2920	700040	8407	9589	published	defendya	vb		eliminate					
2920	700040	8407	9589	published	defendya	vb		erase					
2921	700040	8411	9593	published	defendyans	n.m		erasure					
2922	700040	8413	9596	published	defens	n.m		defence					
2922	700040	8413	9596	published	defens	n.m		resistance					
2923	700040	8416	9599	published	defia	vb		defy					
2924	700040	8418	9601	published	defians	n.m		defiance					
2925	700040	8420	9604	published	defolya	vb		defile					
2925	700040	8420	9604	published	defolya	vb		pollute					
2925	700040	8420	9604	published	defolya	vb		rape					
2925	700040	8420	9604	published	defolya	vb		ravage					
2926	700040	8425	9609	published	defolyans	n.m		defilement					
2926	700040	8425	9609	published	defolyans	n.m		pollution					
2926	700040	8425	9609	published	defolyans	n.m		rape					
2927	700040	8429	9614	published	defowt	n.m		default					
2927	700040	8429	9614	published	defowt	n.m		defect					
2927	700040	8429	9614	published	defowt	n.m		failing					
2927	700040	8429	9614	published	defowt	n.m		failure					
2928	700040	8434	9620	published	deg	num		ten					
1299	700040	4495	4993	published	deg ha trei-ugens	num		seventy					
1299	700040	4496	4994	published	deg ha tri-ugens	num		seventy					
2929	700040	8436	9622	published	dega	n.m		tithe					
2930	700040	8438	9625	published	degadow	adj		portable					
2931	700040	8440	9627	published	degea	vb		close					
2931	700040	8440	9627	published	degea	vb		enclose					
2932	700040	8443	9630	published	degemeres	vb		accept					
2932	700040	8443	9630	published	degemeres	vb		receive					
2932	700040	8443	9630	published	degemeres	vb		take up					
2933	700040	8447	9634	published	degemeres a-berth	vb	(allow to enter)	admit					
2934	700040	8449	9636	published	degemerus	adj		hospitable					
2935	700040	8451	9638	published	degemerva	n.f		reception area					
2936	700040	8453	9641	published	degemeryans	n.m		reception					
2936	700040	8453	9641	published	degemeryans	n.m		receipt					
299	700040	1042	1146	published	degensete	adv		on the day before yesterday					
2937	700040	8456	9645	published	deges	adj		unopened					
2937	700040	8456	9645	published	deges	adj		shut					
2938	700040	8459	9648	published	degevi	vb		pay tithe					
2956	700040	8502	9698	published	deghesi	vb	(throw)	cast					
2955	700040	8498	9694	published	deghesi	vb		fling					
2955	700040	8498	9694	published	deghesi	vb		hurl					
2955	700040	8498	9694	published	deghesi	vb		throw violently					
2939	700040	8461	9650	published	degi	vb		carry					
2939	700040	8461	9650	published	degi	vb		bear					
2939	700040	8461	9650	published	degi	vb		wear					
2940	700040	8465	9654	published	deglena	vb		shiver					
291	700040	1016	1118	published	de'gol	n.m		feast-day					
291	700040	1016	1118	published	de'gol	n.m		holiday					
291	700040	1016	1118	published	de'gol	n.m		vacation					
292	700040	1021	1125	published	de'gol kebmyn	n.m		bank holiday					
293	700040	1024	1128	published	De'gol Maria Mis Meurth	n.m		Annunciation					
294	700040	1027	1131	published	De'gol Stefan	n.m		Boxing Day					
2941	700040	8467	9656	published	degoodh	vb		is due					
2941	700040	8467	9656	published	degoodh	vb		is fitting					
2942	700040	8470	9659	published	degowek	adj		teenage					
2943	700040	8472	9661	published	degowek	n.m		teenager					
2944	700040	8474	9664	published	degowoges	n.f		teenager					
2945	700040	8476	9667	published	degre	n.m		degree					
2945	700040	8476	9667	published	degre	n.m		rank					
2946	700040	8479	9671	published	degves	num		tenth					
207	700040	733	809	published	degves ha trei-ugens	num		seventieth					
207	700040	734	810	published	degves ha tri-ugens	num		seventieth					
2947	700040	8481	9673	published	degvledhen	n.f		decade					
295	700040	1030	1134	published	de'Gwener	n.m		Friday					
297	700040	1036	1140	published	de'Gwener an Grows	idiom		Good Friday					
296	700040	1033	1137	published	de'Gwener dhe nos	idiom		Friday night					
298	700040	1039	1143	published	de'gweyth	n.m		weekday					
2948	700040	8483	9677	published	degynsywa	vb		impend					
2949	700040	8485	9679	published	degynsywek	adj		imminent					
2949	700040	8485	9679	published	degynsywek	adj		impending					
2950	700040	8488	9682	published	dehen	n.m		cream					
2951	700040	8490	9686	published	dehen howl	n.m		sun cream					
2953	700040	8494	9690	published	dehen molys	n.m		clotted cream					
2952	700040	8492	9688	published	dehen rew	n.m		ice cream					
2957	700040	8504	9700	published	dehwelans	n.m		return					
2957	700040	8504	9700	published	dehwelans	n.m		comeback					
2958	700040	8507	9704	published	dehweles	vb		return					
2958	700040	8507	9704	published	dehweles	vb		come back					
2958	700040	8507	9704	published	dehweles	vb		go back					
2958	700040	8507	9704	published	dehweles	vb		turn back					
2959	700040	8512	9709	published	dehwelyans	n.m		return					
2959	700040	8512	9709	published	dehwelyans	n.m		comeback					
2960	700040	8515	9713	published	deklaracyon	n.m		declaration					
2961	700040	8517	9716	published	deklarya	vb		announce					
2961	700040	8517	9716	published	deklarya	vb		declare					
2962	700040	8520	9719	published	deklinya	vb		decline					
2963	700040	8522	9721	published	deklinyans	n.m		declension					
2964	700040	8524	9724	published	del	n.coll		leaves					
2965	700040	8526	9727	published	del bleujyow	n.coll		petals					
2969	700040	8535	9736	published	dela	n.f		yardarm					
2970	700040	8537	9739	published	delanwes	n.m		influence					
2971	700040	8539	9742	published	delatya	vb		defer					
2971	700040	8539	9742	published	delatya	vb		delay					
2971	700040	8539	9742	published	delatya	vb		postpone					
2971	700040	8539	9742	published	delatya	vb		put back					
2971	700040	8539	9742	published	delatya	vb		drag one's feet					
2971	700040	8539	9742	published	delatya	vb		procrastinate					
2972	700040	8546	9749	published	delay	n.m		delay					
208	700040	736	812	published	delednek	adj		leafy					
2973	700040	8548	9752	published	delek	adj		leafy					
2974	700040	8550	9754	published	delen	n.f	(plant)	leaf					
208	700040	737	813	published	delennek	adj		leafy					
2975	700040	8552	9758	published	delenwel	vb		influence					
2976	700040	8554	9760	published	deleva	vb		yawn					
2977	700040	8556	9762	published	delinya	vb		draw					
2977	700040	8556	9762	published	delinya	vb		represent					
2978	700040	8559	9765	published	delinyans	n.m		drawing					
2978	700040	8559	9765	published	delinyans	n.m		layout					
2979	700040	8562	9769	published	delit	n.m		fun					
2979	700040	8562	9769	published	delit	n.m		delight					
2979	700040	8562	9769	published	delit	n.m		pleasure					
2980	700040	8566	9774	published	delitya	vb		delight					
2981	700040	8568	9776	published	delivra	vb		deliver					
2981	700040	8568	9776	published	delivra	vb		free					
2983	700040	8574	9782	published	delivra dhe	vb		deliver up					
2984	700040	8576	9784	published	delivra dhe wari	vb		liberate					
2984	700040	8576	9784	published	delivra dhe wari	vb		set free					
2982	700040	8571	9779	published	delivra dhyworth	vb		deliver from					
2982	700040	8571	9779	published	delivra dhyworth	vb		free from					
2985	700040	8579	9787	published	delivrans	n.m		deliverance					
2985	700040	8579	9787	published	delivrans	n.m		riddance					
2986	700040	8582	9791	published	delk	n.m		necklace					
2966	700040	8528	9729	published	dell	cnj		how					
2967	700040	8530	9731	published	dell	cnj		as					
10776	700040	27136	32004	published	dell ew soppojys	adv		supposedly					
1197	700040	4143	4613	published	dell ew sopposys	adv		supposedly					
5589	700040	14891	17175	published	dell hevel	adv		as it seems					
5589	700040	14891	17175	published	dell hevel	adv		probably					
2968	700040	8532	9733	published	dell y'm kyrri	idiom		please					
2968	700040	8532	9733	published	dell y'm kyrri	idiom		be so kind as to					
1197	700040	4144	4614	published	dell yw sopposys	adv		supposedly					
11853	700040	29705	35110	published	dell yw usys	adv		as usual					
11853	700040	29705	35110	published	dell yw usys	adv		usually					
2987	700040	8584	9794	published	delni	n.m		blindness					
2988	700040	8586	9796	published	delow	n.f		statue					
2988	700040	8586	9796	published	delow	n.f		icon					
300	700040	1045	1149	published	de'Lun	n.m		Monday					
301	700040	1048	1152	published	de'Lun dhe nos	idiom		Monday night					
302	700040	1051	1155	published	de'Lun Penkost	idiom		Whitmonday					
209	700040	739	815	published	delvres	n.m		ideal					
210	700040	742	820	published	delvresek	adj		ideal					
209	700040	740	817	published	delvrys	n.m		ideal					
210	700040	743	821	published	delvrysek	adj		ideal					
2989	700040	8589	9800	published	delyowek	adj		leafy					
2990	700040	8591	9802	published	demedha	vb		marry					
2991	700040	8593	9804	published	demedhi	vb		marry					
2992	700040	8595	9806	published	demedhyans	n.m		marriage					
2993	700040	8597	9809	published	demedhys	adj		married					
303	700040	1054	1158	published	de'Mergher	n.m		Wednesday					
304	700040	1057	1161	published	de'Mergher dhe nos	idiom		Wednesday night					
305	700040	1060	1164	published	de'Meurth	n.m		Tuesday					
306	700040	1063	1167	published	de'Meurth dhe nos	idiom		Tuesday night					
2994	700040	8599	9811	published	demma	n.m		dime					
2994	700040	8599	9811	published	demma	n.m		halfpenny					
2995	700040	8602	9815	published	Demokrat	n.m	(member of US Democratic party)	Democrat					
2996	700040	8604	9818	published	demokratek	adj		democratic					
2997	700040	8606	9820	published	Demokrates	n.f	(member of US Democratic party)	Democrat					
2998	700040	8608	9823	published	demokratieth	n.f		democracy					
2999	700040	8610	9826	published	demond	n.m		demand					
3000	700040	8612	9829	published	demondya	vb		demand					
3001	700040	8614	9831	published	den	n.m		man					
3001	700040	8614	9831	published	den	n.m		guy					
3001	700040	8614	9831	published	den	n.m		human					
3001	700040	8614	9831	published	den	n.m		person					
1927	700040	6101	6790	published	den arvow	n.m		man-at-arms					
2178	700040	6686	7485	published	den bal	n.m		miner					
3267	700040	9285	10566	published	den difudhi	n.m		firefighter					
211	700040	745	823	published	den e'n bes	n.m		nobody at all					
3002	700040	8619	9837	published	den ergh	n.m		snowman					
5341	700040	14280	16477	published	den gwyls	n.m		savage					
3003	700040	8621	9839	published	den jentyl	n.m		gentleman					
3004	700040	8623	9841	published	den mas	n.m		good man					
5400	700040	14425	16643	published	den meur y hanow	n.m		celebrity					
9343	700040	23743	27862	published	den penndom	n.m		extremist					
1337	700040	4634	5136	published	den veth	n.m		nobody					
1337	700040	4635	5137	published	den vyth	n.m		nobody					
211	700040	746	824	published	den y'n bys	n.m		nobody at all					
3005	700040	8625	9843	published	dena	vb		absorb					
3005	700040	8625	9843	published	dena	vb		suck					
3006	700040	8628	9846	published	denagha	vb		withdraw					
3006	700040	8628	9846	published	denagha	vb		retract					
3006	700040	8628	9846	published	denagha	vb		refuse					
3006	700040	8628	9846	published	denagha	vb		reject					
3007	700040	8633	9851	published	dendyl	vb		deserve					
3007	700040	8633	9851	published	dendyl	vb		earn					
3007	700040	8633	9851	published	dendyl	vb		merit					
88	700040	312	340	published	dendyl bewnans	vb		earn a living					
88	700040	311	339	published	dendyl bownans	vb		earn a living					
212	700040	748	826	published	dendylys en ta	adj		well deserved					
212	700040	749	827	published	dendylys yn ta	adj		well deserved					
213	700040	751	829	published	dengerenjedhek	adj		humanitarian					
213	700040	752	830	published	dengerensedhek	adj		humanitarian					
3008	700040	8637	9855	published	dengibya	vb		abduct					
214	700040	754	832	published	denjek	adj		jagged					
216	700040	760	840	published	denjek	n.m	(fish)	pike					
215	700040	757	835	published	denjek	n.m		hake					
3009	700040	8639	9857	published	denladh	n.m		homicide					
3009	700040	8639	9857	published	denladh	n.m		manslaughter					
3010	700040	8642	9861	published	denladha	vb		commit manslaughter					
3011	700040	8644	9863	published	denladra	vb		abduct					
3011	700040	8644	9863	published	denladra	vb		kidnap					
3012	700040	8647	9866	published	denladrans	n.m		abduction					
3012	700040	8647	9866	published	denladrans	n.m		kidnap					
3013	700040	8650	9870	published	denledhyades	n.f		killer					
3013	700040	8650	9870	published	denledhyades	n.f		assassin					
3013	700040	8650	9870	published	denledhyades	n.f		murderer					
3014	700040	8654	9875	published	denledhyas	n.m		killer					
3014	700040	8654	9875	published	denledhyas	n.m		assassin					
3014	700040	8654	9875	published	denledhyas	n.m		murderer					
3015	700040	8658	9880	published	densa	n.m		good man					
215	700040	758	837	published	densek	n.m		hake					
216	700040	761	842	published	densek	n.m	(fish)	pike					
214	700040	755	833	published	densek	adj		jagged					
3016	700040	8660	9882	published	densel	vb		munch					
3016	700040	8660	9882	published	densel	vb		crunch					
3017	700040	8663	9885	published	denses	n.m		humanity					
3018	700040	8665	9887	published	dentethyel	adj		delicious					
3019	700040	8667	9889	published	denti	adj		dainty					
3019	700040	8667	9889	published	denti	adj		delicate					
3019	700040	8667	9889	published	denti	adj		fastidious					
3019	700040	8667	9889	published	denti	adj		fussy					
3020	700040	8672	9894	published	departya	vb		part					
3021	700040	8674	9896	published	der	prp	(before a vowel)	through					
3022	700040	8676	9898	published	der	prp	(before a vowel)	by means of					
3023	700040	8678	9900	published	der	prp	(before a vowel)	per					
4434	700040	12083	13843	published	der anow	adj		verbal					
2138	700040	6601	7373	published	der ayrbost	idiom		by airmail					
48	700040	173	185	published	der vaner arbednek	adv		especially					
352	700040	1234	1354	published	der vaner own	adv		fairly	adv				
1152	700040	3979	4429	published	der vaner reyth	adv		rightly					
3024	700040	8680	9902	published	deray	n.m		chaos					
3024	700040	8680	9902	published	deray	n.m		disorder					
3024	700040	8680	9902	published	deray	n.m		mess					
3025	700040	8684	9907	published	deraylya	vb		rail					
271	700040	950	1046	published	derevel	vb		build					
271	700040	950	1046	published	derevel	vb		construct					
271	700040	950	1046	published	derevel	vb		erect					
271	700040	950	1046	published	derevel	vb		lift					
271	700040	950	1046	published	derevel	vb		raise					
3026	700040	8686	9909	published	derivador	n.m		reporter					
3027	700040	8688	9912	published	derivadores	n.f		reporter					
3028	700040	8690	9915	published	derivadow	n.m		account					
3028	700040	8690	9915	published	derivadow	n.m		manifesto					
3029	700040	8693	9918	published	Derivadow an Gemynegoryon	n.m		the Communist Manifesto					
3031	700040	8700	9926	published	derivas	n.m	(communication)	relation					
3032	700040	8702	9929	published	derivas	vb		inform					
3032	700040	8702	9929	published	derivas	vb		tell					
3032	700040	8702	9929	published	derivas	vb		report					
3030	700040	8695	9920	published	derivas	n.m		account					
3030	700040	8695	9920	published	derivas	n.m		narration					
3030	700040	8695	9920	published	derivas	n.m		report					
3030	700040	8695	9920	published	derivas	n.m		statement					
3033	700040	8706	9933	published	derivas	vb	(communication)	relate					
3034	700040	8708	9935	published	derivas dhe nebonan	vb		inform somebody					
3684	700040	10308	11743	published	derivas drolla	vb		spin a yarn					
3036	700040	8712	9939	published	derivas ledan	n.m		a sweeping statement					
3035	700040	8710	9937	published	derivas orth nebonan	vb		inform somebody					
3037	700040	8714	9941	published	dermatologieth	n.f		dermatology					
3038	700040	8716	9943	published	dermatologydh	n.m		dermatologist					
3039	700040	8718	9946	published	dermatologydhes	n.f		dermatologist					
3040	700040	8720	9949	published	dernigel	adj		fragmentary					
3041	700040	8722	9951	published	derow	n.m		beginning					
3041	700040	8722	9951	published	derow	n.m		start					
3043	700040	8727	9957	published	derow	n.coll		oaks					
3042	700040	8725	9955	published	derow nos	n.m		nightfall					
3044	700040	8729	9960	published	derowel	adj		original					
3045	700040	8731	9962	published	dervyn	vb		deserve					
3045	700040	8731	9962	published	dervyn	vb		demand					
3045	700040	8731	9962	published	dervyn	vb		merit					
308	700040	1070	1174	published	de'Sadorn	n.m		Saturday					
309	700040	1073	1177	published	de'Sadorn dhe nos	idiom		Saturday night					
3046	700040	8735	9966	published	desedha	vb		adapt					
3046	700040	8735	9966	published	desedha	vb		adjust					
3046	700040	8735	9966	published	desedha	vb		fit					
3046	700040	8735	9966	published	desedha	vb		locate					
3046	700040	8735	9966	published	desedha	vb		suit					
3047	700040	8741	9972	published	desedhans	n.m		situation					
3047	700040	8741	9972	published	desedhans	n.m		adjustment					
3048	700040	8744	9975	published	desedhva	n.f	(in theatre)	set					
3049	700040	8746	9978	published	desegha	vb		dry out					
3049	700040	8746	9978	published	desegha	vb		dry up					
3050	700040	8749	9981	published	desempis	adj		abrupt					
3050	700040	8749	9981	published	desempis	adj		immediate					
3050	700040	8749	9981	published	desempis	adj		instant					
3053	700040	8757	9989	published	deservya	vb		deserve					
3054	700040	8759	9991	published	desev	n.m		assumption					
3055	700040	8761	9994	published	desevos	vb		assume					
3055	700040	8761	9994	published	desevos	vb		expect					
3055	700040	8761	9994	published	desevos	vb		imagine					
3055	700040	8761	9994	published	desevos	vb		speculate					
3056	700040	8766	9999	published	desin	n.m		design					
3057	700040	8768	10002	published	desiner	n.m		designer					
3058	700040	8770	10005	published	desinores	n.f		designer					
3059	700040	8772	10008	published	desinya	vb		design					
3060	700040	8774	10010	published	desiradow	adj		desirable					
3061	700040	8776	10012	published	desk	n.m		desk					
311	700040	1082	1188	published	deskadres	n.f		teacher					
311	700040	1082	1188	published	deskadres	n.f		trainer					
311	700040	1082	1188	published	deskadres	n.f		instructor					
311	700040	1082	1188	published	deskadres	n.f		tutor					
310	700040	1076	1180	published	deskajor	n.m		teacher					
310	700040	1076	1180	published	deskajor	n.m		trainer					
310	700040	1076	1180	published	deskajor	n.m		instructor					
310	700040	1076	1180	published	deskajor	n.m		tutor					
312	700040	1088	1196	published	deskans	n.m		lesson					
312	700040	1088	1196	published	deskans	n.m		instruction					
312	700040	1088	1196	published	deskans	n.m		tuition					
312	700040	1088	1196	published	deskans	n.m		tutorial					
315	700040	1100	1210	published	deskansus	adj		tutorial					
316	700040	1103	1213	published	deskas	n.m		teaching					
316	700040	1103	1213	published	deskas	n.m		doctrine					
317	700040	1107	1219	published	desker	n.m		learner					
318	700040	1110	1224	published	deskevres	n.m		syllabus					
319	700040	1113	1229	published	deski	vb	(intransitive)	learn					
320	700040	1116	1232	published	deski	vb	(transitive)	teach					
320	700040	1116	1232	published	deski	vb	(transitive)	train					
320	700040	1116	1232	published	deski	vb	(transitive)	instruct					
322	700040	1124	1240	published	deski dhe nebonan gwul neppeth	vb		teach somebody to do something					
322	700040	1124	1240	published	deski dhe nebonan gwul neppeth	vb		train somebody to do something					
321	700040	1121	1237	published	deski gen	vb		learn from					
323	700040	1128	1244	published	desklever	n.m		text-book					
324	700040	1131	1249	published	deskores	n.f		learner					
3062	700040	8778	10015	published	deskrifa	vb		describe					
3063	700040	8780	10017	published	deskrifans	n.m		description					
3064	700040	8782	10020	published	deskrifus	adj		descriptive					
258	700040	910	1002	published	deskydnus	adj		descending					
257	700040	905	997	published	deskydnya	vb		descend					
257	700040	905	997	published	deskydnya	vb		go down					
257	700040	905	997	published	deskydnya	vb		alight					
325	700040	1134	1254	published	deskys	adj		learned					
325	700040	1134	1254	published	deskys	adj		educated					
325	700040	1134	1254	published	deskys	adj		erudite					
326	700040	1139	1259	published	deskys broas	adj		scholarly					
3065	700040	8784	10022	published	desper	n.m		despair					
3066	700040	8786	10024	published	despisya	vb		despise					
3067	700040	8788	10026	published	despit	n.m		contempt					
3067	700040	8788	10026	published	despit	n.m		despite					
3067	700040	8788	10026	published	despit	n.m		insult					
3068	700040	8792	10031	published	despit heb y dyli	n.m		undeserved contempt					
3071	700040	8798	10037	published	despitya	vb		insult					
3072	700040	8800	10039	published	desta	vb		testify					
3072	700040	8800	10039	published	desta	vb		certify					
3072	700040	8800	10039	published	desta	vb		witness					
3073	700040	8804	10043	published	destna	vb		destine					
3074	700040	8806	10045	published	destnans	n.m		fate					
3075	700040	8808	10047	published	destnys	adj		destined					
3076	700040	8810	10049	published	destryppya	vb		strip					
3077	700040	8812	10051	published	destys	adj		certified					
